entity_id,name,jurisdiction,incorporation_date,entity_type,source,status,description,address
ENT_00481,Offshore Entity 482,Panama,2006-10-06,Other,Offshore Leaks,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"239 Financial District, Bahamas"
ENT_00482,Offshore Entity 483,Monaco,2019-04-12,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"786 Financial District, Panama"
ENT_00483,Offshore Entity 484,Cyprus,2013-01-01,Other,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"223 Financial District, Bahamas"
ENT_00484,Offshore Entity 485,Panama,2018-11-13,Foundation,Paradise Papers,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"469 Financial District, Bahamas"
ENT_00485,Offshore Entity 486,Switzerland,2006-10-01,Other,Panama Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"745 Financial District, Bahamas"
ENT_00486,Offshore Entity 487,Malta,2020-02-16,Foundation,Paradise Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"719 Financial District, Luxembourg"
ENT_00487,Offshore Entity 488,Bahamas,2019-12-08,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Monaco for business purposes.,"563 Financial District, Luxembourg"
ENT_00488,Offshore Entity 489,Panama,2006-01-21,Other,Offshore Leaks,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"270 Financial District, Cayman Islands"
ENT_00489,Offshore Entity 490,Luxembourg,2011-09-27,Trust,Paradise Papers,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"999 Financial District, British Virgin Islands"
ENT_00490,Offshore Entity 491,Switzerland,2013-10-10,Trust,Paradise Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"86 Financial District, Bermuda"
ENT_00491,Offshore Entity 492,Cayman Islands,2020-07-05,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"904 Financial District, Switzerland"
ENT_00492,Offshore Entity 493,Monaco,2013-10-30,Company,Panama Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"471 Financial District, Cayman Islands"
ENT_00493,Offshore Entity 494,Luxembourg,2006-04-29,Company,Paradise Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"413 Financial District, Panama"
ENT_00494,Offshore Entity 495,Cyprus,2012-07-12,Foundation,Panama Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"400 Financial District, Malta"
ENT_00495,Offshore Entity 496,Bahamas,2014-07-20,Other,Pandora Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"194 Financial District, Bermuda"
ENT_00496,Offshore Entity 497,Switzerland,2008-10-22,Other,Offshore Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"962 Financial District, Malta"
ENT_00497,Offshore Entity 498,British Virgin Islands,2015-12-01,Trust,Pandora Papers,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"246 Financial District, Panama"
ENT_00498,Offshore Entity 499,Cayman Islands,2022-01-11,Trust,Paradise Papers,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"488 Financial District, Panama"
ENT_00499,Offshore Entity 500,British Virgin Islands,2008-08-25,Other,Panama Papers,Inactive,This is an offshore entity incorporated in Monaco for business purposes.,"495 Financial District, British Virgin Islands"
